Pokemon,Generation,Color,Moves,Versions
minun-4,4,0xFFFF00,"[['1', 'Growl', 'Normal', '--', '100'], ['3', 'Thunder Wave', 'Electric', '--', '90'], ['7', 'Quick Attack', 'Normal', '40', '100'], ['10', 'Helping Hand', 'Normal', '--', '--'], ['15', 'Spark', 'Electric', '65', '100'], ['17', 'Encore', 'Normal', '--', '100'], ['21', 'Charm', 'Fairy', '--', '100'], ['24', 'Copycat', 'Normal', '--', '--'], ['29', 'Swift', 'Normal', '60', '--'], ['31', 'Fake Tears', 'Dark', '--', '100'], ['35', 'Charge', 'Electric', '--', '--'], ['38', 'Thunder', 'Electric', '110', '70'], ['42', 'Baton Pass', 'Normal', '--', '--'], ['44', 'Agility', 'Psychic', '--', '--'], ['48', 'Trump Card', 'Normal', '--', '--'], ['51', 'Nasty Plot', 'Dark', '--', '--']]","['Pokémon Diamond', 'Pokémon Pearl', 'Pokémon Platinum', 'Pokémon HeartGold', 'Pokémon SoulSilver']"
volbeat-4,4,0x669900,"[['1', 'Flash', 'Normal', '--', '100'], ['1', 'Tackle', 'Normal', '40', '100'], ['5', 'Double Team', 'Normal', '--', '--'], ['9', 'Confuse Ray', 'Ghost', '--', '100'], ['13', 'Moonlight', 'Fairy', '--', '--'], ['17', 'Quick Attack', 'Normal', '40', '100'], ['21', 'Tail Glow', 'Bug', '--', '--'], ['25', 'Signal Beam', 'Bug', '75', '100'], ['29', 'Protect', 'Normal', '--', '--'], ['33', 'Helping Hand', 'Normal', '--', '--'], ['37', 'Zen Headbutt', 'Psychic', '80', '90'], ['41', 'Bug Buzz', 'Bug', '90', '100'], ['45', 'Double-Edge', 'Normal', '120', '100']]","['Pokémon Diamond', 'Pokémon Pearl', 'Pokémon Platinum', 'Pokémon HeartGold', 'Pokémon SoulSilver']"
illumise-4,4,0x669900,"[['1', 'Tackle', 'Normal', '40', '100'], ['5', 'Sweet Scent', 'Normal', '--', '--'], ['9', 'Charm', 'Fairy', '--', '100'], ['13', 'Moonlight', 'Fairy', '--', '--'], ['17', 'Quick Attack', 'Normal', '40', '100'], ['21', 'Wish', 'Normal', '--', '--'], ['25', 'Encore', 'Normal', '--', '100'], ['29', 'Flatter', 'Dark', '--', '100'], ['33', 'Helping Hand', 'Normal', '--', '--'], ['37', 'Zen Headbutt', 'Psychic', '80', '90'], ['41', 'Bug Buzz', 'Bug', '90', '100'], ['45', 'Covet', 'Normal', '60', '100']]","['Pokémon Diamond', 'Pokémon Pearl', 'Pokémon Platinum', 'Pokémon HeartGold', 'Pokémon SoulSilver']"
roselia-4,4,0x33FF00,"[['1', 'Absorb', 'Grass', '20', '100'], ['4', 'Growth', 'Normal', '--', '--'], ['7', 'Poison Sting', 'Poison', '15', '100'], ['10', 'Stun Spore', 'Grass', '--', '75'], ['13', 'Mega Drain', 'Grass', '40', '100'], ['16', 'Leech Seed', 'Grass', '--', '90'], ['19', 'Magical Leaf', 'Grass', '60', '--'], ['22', 'Grass Whistle', 'Grass', '--', '55'], ['25', 'Giga Drain', 'Grass', '75', '100'], ['28', 'Toxic Spikes', 'Poison', '--', '--'], ['31', 'Sweet Scent', 'Normal', '--', '--'], ['34', 'Ingrain', 'Grass', '--', '--'], ['37', 'Toxic', 'Poison', '--', '90'], ['40', 'Petal Dance', 'Grass', '120', '100'], ['43', 'Aromatherapy', 'Grass', '--', '--'], ['46', 'Synthesis', 'Grass', '--', '--']]","['Pokémon Diamond', 'Pokémon Pearl', 'Pokémon Platinum', 'Pokémon HeartGold', 'Pokémon SoulSilver']"
gulpin-4,4,0x660099,"[['1', 'Pound', 'Normal', '40', '100'], ['6', 'Yawn', 'Normal', '--', '--'], ['9', 'Poison Gas', 'Poison', '--', '90'], ['14', 'Sludge', 'Poison', '65', '100'], ['17', 'Amnesia', 'Psychic', '--', '--'], ['23', 'Encore', 'Normal', '--', '100'], ['28', 'Toxic', 'Poison', '--', '90'], ['34', 'Spit Up', 'Normal', '--', '100'], ['34', 'Stockpile', 'Normal', '--', '--'], ['34', 'Swallow', 'Normal', '--', '--'], ['39', 'Sludge Bomb', 'Poison', '90', '100'], ['44', 'Gastro Acid', 'Poison', '--', '100'], ['49', 'Wring Out', 'Normal', '--', '100'], ['54', 'Gunk Shot', 'Poison', '120', '80']]","['Pokémon Diamond', 'Pokémon Pearl', 'Pokémon Platinum', 'Pokémon HeartGold', 'Pokémon SoulSilver']"
swalot-4,4,0x660099,"[['1', 'Poison Gas', 'Poison', '--', '90'], ['1', 'Pound', 'Normal', '40', '100'], ['1', 'Sludge', 'Poison', '65', '100'], ['1', 'Yawn', 'Normal', '--', '--'], ['6', 'Yawn', 'Normal', '--', '--'], ['9', 'Poison Gas', 'Poison', '--', '90'], ['14', 'Sludge', 'Poison', '65', '100'], ['17', 'Amnesia', 'Psychic', '--', '--'], ['23', 'Encore', 'Normal', '--', '100'], ['26', 'Body Slam', 'Normal', '85', '100'], ['30', 'Toxic', 'Poison', '--', '90'], ['38', 'Spit Up', 'Normal', '--', '100'], ['38', 'Stockpile', 'Normal', '--', '--'], ['38', 'Swallow', 'Normal', '--', '--'], ['45', 'Sludge Bomb', 'Poison', '90', '100'], ['52', 'Gastro Acid', 'Poison', '--', '100'], ['59', 'Wring Out', 'Normal', '--', '100'], ['66', 'Gunk Shot', 'Poison', '120', '80']]","['Pokémon Diamond', 'Pokémon Pearl', 'Pokémon Platinum', 'Pokémon HeartGold', 'Pokémon SoulSilver']"
carvanha-4,4,0x3399FF,"[['1', 'Bite', 'Dark', '60', '100'], ['1', 'Leer', 'Normal', '--', '100'], ['6', 'Rage', 'Normal', '20', '100'], ['8', 'Focus Energy', 'Normal', '--', '--'], ['11', 'Scary Face', 'Normal', '--', '100'], ['16', 'Ice Fang', 'Ice', '65', '95'], ['18', 'Screech', 'Normal', '--', '85'], ['21', 'Swagger', 'Normal', '--', '85'], ['26', 'Assurance', 'Dark', '60', '100'], ['28', 'Crunch', 'Dark', '80', '100'], ['31', 'Aqua Jet', 'Water', '40', '100'], ['36', 'Agility', 'Psychic', '--', '--'], ['38', 'Take Down', 'Normal', '90', '85']]","['Pokémon Diamond', 'Pokémon Pearl', 'Pokémon Platinum', 'Pokémon HeartGold', 'Pokémon SoulSilver']"
sharpedo-4,4,0x3399FF,"[['1', 'Bite', 'Dark', '60', '100'], ['1', 'Focus Energy', 'Normal', '--', '--'], ['1', 'Leer', 'Normal', '--', '100'], ['1', 'Rage', 'Normal', '20', '100'], ['6', 'Rage', 'Normal', '20', '100'], ['8', 'Focus Energy', 'Normal', '--', '--'], ['11', 'Scary Face', 'Normal', '--', '100'], ['16', 'Ice Fang', 'Ice', '65', '95'], ['18', 'Screech', 'Normal', '--', '85'], ['21', 'Swagger', 'Normal', '--', '85'], ['26', 'Assurance', 'Dark', '60', '100'], ['28', 'Crunch', 'Dark', '80', '100'], ['30', 'Slash', 'Normal', '70', '100'], ['34', 'Aqua Jet', 'Water', '40', '100'], ['40', 'Taunt', 'Dark', '--', '100'], ['45', 'Agility', 'Psychic', '--', '--'], ['50', 'Skull Bash', 'Normal', '130', '100'], ['56', 'Night Slash', 'Dark', '70', '100']]","['Pokémon Diamond', 'Pokémon Pearl', 'Pokémon Platinum', 'Pokémon HeartGold', 'Pokémon SoulSilver']"
wailmer-4,4,0x3399FF,"[['1', 'Splash', 'Normal', '--', '--'], ['4', 'Growl', 'Normal', '--', '100'], ['7', 'Water Gun', 'Water', '40', '100'], ['11', 'Rollout', 'Rock', '30', '90'], ['14', 'Whirlpool', 'Water', '35', '85'], ['17', 'Astonish', 'Ghost', '30', '100'], ['21', 'Water Pulse', 'Water', '60', '100'], ['24', 'Mist', 'Ice', '--', '--'], ['27', 'Rest', 'Psychic', '--', '--'], ['31', 'Brine', 'Water', '65', '100'], ['34', 'Water Spout', 'Water', '150', '100'], ['37', 'Amnesia', 'Psychic', '--', '--'], ['41', 'Dive', 'Water', '80', '100'], ['44', 'Bounce', 'Flying', '85', '85'], ['47', 'Hydro Pump', 'Water', '110', '80']]","['Pokémon Diamond', 'Pokémon Pearl', 'Pokémon Platinum', 'Pokémon HeartGold', 'Pokémon SoulSilver']"
wailord-4,4,0x3399FF,"[['1', 'Growl', 'Normal', '--', '100'], ['1', 'Rollout', 'Rock', '30', '90'], ['1', 'Splash', 'Normal', '--', '--'], ['1', 'Water Gun', 'Water', '40', '100'], ['4', 'Growl', 'Normal', '--', '100'], ['7', 'Water Gun', 'Water', '40', '100'], ['11', 'Rollout', 'Rock', '30', '90'], ['14', 'Whirlpool', 'Water', '35', '85'], ['17', 'Astonish', 'Ghost', '30', '100'], ['21', 'Water Pulse', 'Water', '60', '100'], ['24', 'Mist', 'Ice', '--', '--'], ['27', 'Rest', 'Psychic', '--', '--'], ['31', 'Brine', 'Water', '65', '100'], ['34', 'Water Spout', 'Water', '150', '100'], ['37', 'Amnesia', 'Psychic', '--', '--'], ['46', 'Dive', 'Water', '80', '100'], ['54', 'Bounce', 'Flying', '85', '85'], ['62', 'Hydro Pump', 'Water', '110', '80']]","['Pokémon Diamond', 'Pokémon Pearl', 'Pokémon Platinum', 'Pokémon HeartGold', 'Pokémon SoulSilver']"
numel-4,4,0xFF6600,"[['1', 'Growl', 'Normal', '--', '100'], ['1', 'Tackle', 'Normal', '40', '100'], ['5', 'Ember', 'Fire', '40', '100'], ['11', 'Magnitude', 'Ground', '--', '100'], ['15', 'Focus Energy', 'Normal', '--', '--'], ['21', 'Take Down', 'Normal', '90', '85'], ['25', 'Amnesia', 'Psychic', '--', '--'], ['31', 'Lava Plume', 'Fire', '80', '100'], ['35', 'Earth Power', 'Ground', '90', '100'], ['41', 'Earthquake', 'Ground', '100', '100'], ['45', 'Flamethrower', 'Fire', '90', '100'], ['51', 'Double-Edge', 'Normal', '120', '100']]","['Pokémon Diamond', 'Pokémon Pearl', 'Pokémon Platinum', 'Pokémon HeartGold', 'Pokémon SoulSilver']"
camerupt-4,4,0xFF6600,"[['1', 'Ember', 'Fire', '40', '100'], ['1', 'Growl', 'Normal', '--', '100'], ['1', 'Magnitude', 'Ground', '--', '100'], ['1', 'Tackle', 'Normal', '40', '100'], ['5', 'Ember', 'Fire', '40', '100'], ['11', 'Magnitude', 'Ground', '--', '100'], ['15', 'Focus Energy', 'Normal', '--', '--'], ['21', 'Take Down', 'Normal', '90', '85'], ['25', 'Amnesia', 'Psychic', '--', '--'], ['31', 'Lava Plume', 'Fire', '80', '100'], ['33', 'Rock Slide', 'Rock', '75', '90'], ['39', 'Earth Power', 'Ground', '90', '100'], ['49', 'Earthquake', 'Ground', '100', '100'], ['57', 'Eruption', 'Fire', '150', '100'], ['67', 'Fissure', 'Ground', '--', '--']]","['Pokémon Diamond', 'Pokémon Pearl', 'Pokémon Platinum', 'Pokémon HeartGold', 'Pokémon SoulSilver']"
torkoal-4,4,0xFF6600,"[['1', 'Ember', 'Fire', '40', '100'], ['4', 'Smog', 'Poison', '30', '70'], ['7', 'Withdraw', 'Water', '--', '--'], ['12', 'Curse', 'Ghost', '--', '--'], ['17', 'Fire Spin', 'Fire', '35', '85'], ['20', 'Smokescreen', 'Normal', '--', '100'], ['23', 'Rapid Spin', 'Normal', '20', '100'], ['28', 'Flamethrower', 'Fire', '90', '100'], ['33', 'Body Slam', 'Normal', '85', '100'], ['36', 'Protect', 'Normal', '--', '--'], ['39', 'Lava Plume', 'Fire', '80', '100'], ['44', 'Iron Defense', 'Steel', '--', '--'], ['49', 'Amnesia', 'Psychic', '--', '--'], ['52', 'Flail', 'Normal', '--', '100'], ['55', 'Heat Wave', 'Fire', '95', '90']]","['Pokémon Diamond', 'Pokémon Pearl', 'Pokémon Platinum', 'Pokémon HeartGold', 'Pokémon SoulSilver']"
spoink-4,4,0xFF3399,"[['1', 'Splash', 'Normal', '--', '--'], ['7', 'Psywave', 'Psychic', '--', '80'], ['10', 'Odor Sleuth', 'Normal', '--', '--'], ['14', 'Psybeam', 'Psychic', '65', '100'], ['15', 'Psych Up', 'Normal', '--', '--'], ['18', 'Confuse Ray', 'Ghost', '--', '100'], ['21', 'Magic Coat', 'Psychic', '--', '--'], ['26', 'Zen Headbutt', 'Psychic', '80', '90'], ['29', 'Rest', 'Psychic', '--', '--'], ['29', 'Snore', 'Normal', '50', '100'], ['34', 'Payback', 'Dark', '50', '100'], ['41', 'Psychic', 'Psychic', '90', '100'], ['46', 'Power Gem', 'Rock', '80', '100'], ['48', 'Bounce', 'Flying', '85', '85']]","['Pokémon Diamond', 'Pokémon Pearl', 'Pokémon Platinum', 'Pokémon HeartGold', 'Pokémon SoulSilver']"
grumpig-4,4,0xFF3399,"[['1', 'Odor Sleuth', 'Normal', '--', '--'], ['1', 'Psybeam', 'Psychic', '65', '100'], ['1', 'Psywave', 'Psychic', '--', '80'], ['1', 'Splash', 'Normal', '--', '--'], ['7', 'Psywave', 'Psychic', '--', '80'], ['10', 'Odor Sleuth', 'Normal', '--', '--'], ['14', 'Psybeam', 'Psychic', '65', '100'], ['15', 'Psych Up', 'Normal', '--', '--'], ['18', 'Confuse Ray', 'Ghost', '--', '100'], ['21', 'Magic Coat', 'Psychic', '--', '--'], ['26', 'Zen Headbutt', 'Psychic', '80', '90'], ['29', 'Rest', 'Psychic', '--', '--'], ['29', 'Snore', 'Normal', '50', '100'], ['37', 'Payback', 'Dark', '50', '100'], ['47', 'Psychic', 'Psychic', '90', '100'], ['55', 'Power Gem', 'Rock', '80', '100'], ['60', 'Bounce', 'Flying', '85', '85']]","['Pokémon Diamond', 'Pokémon Pearl', 'Pokémon Platinum', 'Pokémon HeartGold', 'Pokémon SoulSilver']"
spinda-4,4,0x999966,"[['1', 'Tackle', 'Normal', '40', '100'], ['5', 'Uproar', 'Normal', '90', '100'], ['10', 'Copycat', 'Normal', '--', '--'], ['14', 'Feint Attack', 'Dark', '60', '--'], ['19', 'Psybeam', 'Psychic', '65', '100'], ['23', 'Hypnosis', 'Psychic', '--', '60'], ['28', 'Dizzy Punch', 'Normal', '70', '100'], ['32', 'Sucker Punch', 'Dark', '70', '100'], ['37', 'Teeter Dance', 'Normal', '--', '100'], ['41', 'Psych Up', 'Normal', '--', '--'], ['46', 'Double-Edge', 'Normal', '120', '100'], ['50', 'Flail', 'Normal', '--', '100'], ['55', 'Thrash', 'Normal', '120', '100']]","['Pokémon Diamond', 'Pokémon Pearl', 'Pokémon Platinum', 'Pokémon HeartGold', 'Pokémon SoulSilver']"
trapinch-4,4,0xFFCC33,"[['1', 'Bite', 'Dark', '60', '100'], ['9', 'Sand Attack', 'Ground', '--', '100'], ['17', 'Feint Attack', 'Dark', '60', '--'], ['25', 'Sand Tomb', 'Ground', '35', '85'], ['33', 'Crunch', 'Dark', '80', '100'], ['41', 'Dig', 'Ground', '80', '100'], ['49', 'Sandstorm', 'Rock', '--', '--'], ['57', 'Hyper Beam', 'Normal', '150', '90'], ['65', 'Earth Power', 'Ground', '90', '100'], ['73', 'Earthquake', 'Ground', '100', '100'], ['81', 'Feint', 'Normal', '30', '100'], ['89', 'Fissure', 'Ground', '--', '--']]","['Pokémon Diamond', 'Pokémon Pearl', 'Pokémon Platinum', 'Pokémon HeartGold', 'Pokémon SoulSilver']"
vibrava-4,4,0xFFCC33,"[['1', 'Feint Attack', 'Dark', '60', '--'], ['1', 'Sand Attack', 'Ground', '--', '100'], ['1', 'Sand Tomb', 'Ground', '35', '85'], ['1', 'Sonic Boom', 'Normal', '--', '90'], ['9', 'Sand Attack', 'Ground', '--', '100'], ['17', 'Feint Attack', 'Dark', '60', '--'], ['25', 'Sand Tomb', 'Ground', '35', '85'], ['33', 'Supersonic', 'Normal', '--', '55'], ['35', 'Dragon Breath', 'Dragon', '60', '100'], ['41', 'Screech', 'Normal', '--', '85'], ['49', 'Sandstorm', 'Rock', '--', '--'], ['57', 'Hyper Beam', 'Normal', '150', '90']]","['Pokémon Diamond', 'Pokémon Pearl', 'Pokémon Platinum', 'Pokémon HeartGold', 'Pokémon SoulSilver']"
flygon-4,4,0xFFCC33,"[['1', 'Feint Attack', 'Dark', '60', '--'], ['1', 'Sand Attack', 'Ground', '--', '100'], ['1', 'Sand Tomb', 'Ground', '35', '85'], ['1', 'Sonic Boom', 'Normal', '--', '90'], ['9', 'Sand Attack', 'Ground', '--', '100'], ['17', 'Feint Attack', 'Dark', '60', '--'], ['25', 'Sand Tomb', 'Ground', '35', '85'], ['33', 'Supersonic', 'Normal', '--', '55'], ['35', 'Dragon Breath', 'Dragon', '60', '100'], ['41', 'Screech', 'Normal', '--', '85'], ['45', 'Dragon Claw', 'Dragon', '80', '100'], ['49', 'Sandstorm', 'Rock', '--', '--'], ['57', 'Hyper Beam', 'Normal', '150', '90']]","['Pokémon Diamond', 'Pokémon Pearl', 'Pokémon Platinum', 'Pokémon HeartGold', 'Pokémon SoulSilver']"
cacnea-4,4,0x33FF00,"[['1', 'Leer', 'Normal', '--', '100'], ['1', 'Poison Sting', 'Poison', '15', '100'], ['5', 'Absorb', 'Grass', '20', '100'], ['9', 'Growth', 'Normal', '--', '--'], ['13', 'Leech Seed', 'Grass', '--', '90'], ['17', 'Sand Attack', 'Ground', '--', '100'], ['21', 'Pin Missile', 'Bug', '25', '95'], ['25', 'Ingrain', 'Grass', '--', '--'], ['29', 'Feint Attack', 'Dark', '60', '--'], ['33', 'Spikes', 'Ground', '--', '--'], ['37', 'Sucker Punch', 'Dark', '70', '100'], ['41', 'Payback', 'Dark', '50', '100'], ['45', 'Needle Arm', 'Grass', '60', '100'], ['49', 'Cotton Spore', 'Grass', '--', '100'], ['53', 'Sandstorm', 'Rock', '--', '--'], ['57', 'Destiny Bond', 'Ghost', '--', '--']]","['Pokémon Diamond', 'Pokémon Pearl', 'Pokémon Platinum', 'Pokémon HeartGold', 'Pokémon SoulSilver']"
cacturne-4,4,0x33FF00,"[['1', 'Absorb', 'Grass', '20', '100'], ['1', 'Growth', 'Normal', '--', '--'], ['1', 'Leer', 'Normal', '--', '100'], ['1', 'Poison Sting', 'Poison', '15', '100'], ['1', 'Revenge', 'Fighting', '60', '100'], ['5', 'Absorb', 'Grass', '20', '100'], ['9', 'Growth', 'Normal', '--', '--'], ['13', 'Leech Seed', 'Grass', '--', '90'], ['17', 'Sand Attack', 'Ground', '--', '100'], ['21', 'Pin Missile', 'Bug', '25', '95'], ['25', 'Ingrain', 'Grass', '--', '--'], ['29', 'Feint Attack', 'Dark', '60', '--'], ['35', 'Spikes', 'Ground', '--', '--'], ['41', 'Sucker Punch', 'Dark', '70', '100'], ['47', 'Payback', 'Dark', '50', '100'], ['53', 'Needle Arm', 'Grass', '60', '100'], ['59', 'Cotton Spore', 'Grass', '--', '100'], ['65', 'Sandstorm', 'Rock', '--', '--'], ['71', 'Destiny Bond', 'Ghost', '--', '--']]","['Pokémon Diamond', 'Pokémon Pearl', 'Pokémon Platinum', 'Pokémon HeartGold', 'Pokémon SoulSilver']"
swablu-4,4,0x999966,"[['1', 'Growl', 'Normal', '--', '100'], ['1', 'Peck', 'Flying', '35', '100'], ['5', 'Astonish', 'Ghost', '30', '100'], ['9', 'Sing', 'Normal', '--', '55'], ['13', 'Fury Attack', 'Normal', '15', '85'], ['18', 'Safeguard', 'Normal', '--', '--'], ['23', 'Mist', 'Ice', '--', '--'], ['28', 'Take Down', 'Normal', '90', '85'], ['32', 'Natural Gift', 'Normal', '--', '100'], ['36', 'Mirror Move', 'Flying', '--', '--'], ['40', 'Refresh', 'Normal', '--', '--'], ['45', 'Dragon Pulse', 'Dragon', '85', '100'], ['50', 'Perish Song', 'Normal', '--', '--']]","['Pokémon Diamond', 'Pokémon Pearl', 'Pokémon Platinum', 'Pokémon HeartGold', 'Pokémon SoulSilver']"
altaria-4,4,0x003399,"[['1', 'Astonish', 'Ghost', '30', '100'], ['1', 'Growl', 'Normal', '--', '100'], ['1', 'Peck', 'Flying', '35', '100'], ['1', 'Pluck', 'Flying', '60', '100'], ['1', 'Sing', 'Normal', '--', '55'], ['5', 'Astonish', 'Ghost', '30', '100'], ['9', 'Sing', 'Normal', '--', '55'], ['13', 'Fury Attack', 'Normal', '15', '85'], ['18', 'Safeguard', 'Normal', '--', '--'], ['23', 'Mist', 'Ice', '--', '--'], ['28', 'Take Down', 'Normal', '90', '85'], ['32', 'Natural Gift', 'Normal', '--', '100'], ['35', 'Dragon Breath', 'Dragon', '60', '100'], ['39', 'Dragon Dance', 'Dragon', '--', '--'], ['46', 'Refresh', 'Normal', '--', '--'], ['54', 'Dragon Pulse', 'Dragon', '85', '100'], ['62', 'Perish Song', 'Normal', '--', '--'], ['70', 'Sky Attack', 'Flying', '140', '90']]","['Pokémon Diamond', 'Pokémon Pearl', 'Pokémon Platinum', 'Pokémon HeartGold', 'Pokémon SoulSilver']"
zangoose-4,4,0x999966,"[['1', 'Leer', 'Normal', '--', '100'], ['1', 'Scratch', 'Normal', '40', '100'], ['5', 'Quick Attack', 'Normal', '40', '100'], ['9', 'Swords Dance', 'Normal', '--', '--'], ['14', 'Fury Cutter', 'Bug', '40', '95'], ['18', 'Slash', 'Normal', '70', '100'], ['22', 'Pursuit', 'Dark', '40', '100'], ['27', 'Embargo', 'Dark', '--', '100'], ['31', 'Crush Claw', 'Normal', '75', '95'], ['35', 'Taunt', 'Dark', '--', '100'], ['40', 'Detect', 'Fighting', '--', '--'], ['44', 'False Swipe', 'Normal', '40', '100'], ['48', 'X-Scissor', 'Bug', '80', '100'], ['53', 'Close Combat', 'Fighting', '120', '100']]","['Pokémon Diamond', 'Pokémon Pearl', 'Pokémon Platinum', 'Pokémon HeartGold', 'Pokémon SoulSilver']"
seviper-4,4,0x660099,"[['1', 'Wrap', 'Normal', '15', '90'], ['7', 'Lick', 'Ghost', '30', '100'], ['10', 'Bite', 'Dark', '60', '100'], ['16', 'Poison Tail', 'Poison', '50', '100'], ['19', 'Screech', 'Normal', '--', '85'], ['25', 'Glare', 'Normal', '--', '100'], ['28', 'Crunch', 'Dark', '80', '100'], ['34', 'Poison Fang', 'Poison', '50', '100'], ['37', 'Swagger', 'Normal', '--', '85'], ['43', 'Haze', 'Ice', '--', '--'], ['46', 'Night Slash', 'Dark', '70', '100'], ['52', 'Poison Jab', 'Poison', '80', '100'], ['55', 'Wring Out', 'Normal', '--', '100']]","['Pokémon Diamond', 'Pokémon Pearl', 'Pokémon Platinum', 'Pokémon HeartGold', 'Pokémon SoulSilver']"
lunatone-4,4,0xCC9966,"[['1', 'Confusion', 'Psychic', '50', '100'], ['1', 'Harden', 'Normal', '--', '--'], ['1', 'Tackle', 'Normal', '40', '100'], ['9', 'Rock Throw', 'Rock', '50', '90'], ['12', 'Hypnosis', 'Psychic', '--', '60'], ['20', 'Rock Polish', 'Rock', '--', '--'], ['23', 'Psywave', 'Psychic', '--', '80'], ['31', 'Embargo', 'Dark', '--', '100'], ['34', 'Cosmic Power', 'Psychic', '--', '--'], ['42', 'Heal Block', 'Psychic', '--', '--'], ['45', 'Psychic', 'Psychic', '90', '100'], ['53', 'Future Sight', 'Psychic', '120', '100'], ['56', 'Explosion', 'Normal', '250', '100']]","['Pokémon Diamond', 'Pokémon Pearl', 'Pokémon Platinum', 'Pokémon HeartGold', 'Pokémon SoulSilver']"
solrock-4,4,0xCC9966,"[['1', 'Confusion', 'Psychic', '50', '100'], ['1', 'Harden', 'Normal', '--', '--'], ['1', 'Tackle', 'Normal', '40', '100'], ['9', 'Rock Throw', 'Rock', '50', '90'], ['12', 'Fire Spin', 'Fire', '35', '85'], ['20', 'Rock Polish', 'Rock', '--', '--'], ['23', 'Psywave', 'Psychic', '--', '80'], ['31', 'Embargo', 'Dark', '--', '100'], ['34', 'Cosmic Power', 'Psychic', '--', '--'], ['42', 'Heal Block', 'Psychic', '--', '--'], ['45', 'Rock Slide', 'Rock', '75', '90'], ['53', 'Solar Beam', 'Grass', '120', '100'], ['56', 'Explosion', 'Normal', '250', '100']]","['Pokémon Diamond', 'Pokémon Pearl', 'Pokémon Platinum', 'Pokémon HeartGold', 'Pokémon SoulSilver']"
barboach-4,4,0x3399FF,"[['1', 'Mud-Slap', 'Ground', '20', '100'], ['6', 'Mud Sport', 'Ground', '--', '--'], ['6', 'Water Sport', 'Water', '--', '--'], ['10', 'Water Gun', 'Water', '40', '100'], ['14', 'Mud Bomb', 'Ground', '65', '85'], ['18', 'Amnesia', 'Psychic', '--', '--'], ['22', 'Water Pulse', 'Water', '60', '100'], ['26', 'Magnitude', 'Ground', '--', '100'], ['31', 'Rest', 'Psychic', '--', '--'], ['31', 'Snore', 'Normal', '50', '100'], ['35', 'Aqua Tail', 'Water', '90', '90'], ['39', 'Earthquake', 'Ground', '100', '100'], ['43', 'Future Sight', 'Psychic', '120', '100'], ['47', 'Fissure', 'Ground', '--', '--']]","['Pokémon Diamond', 'Pokémon Pearl', 'Pokémon Platinum', 'Pokémon HeartGold', 'Pokémon SoulSilver']"
whiscash-4,4,0x3399FF,"[['1', 'Mud-Slap', 'Ground', '20', '100'], ['1', 'Mud Sport', 'Ground', '--', '--'], ['1', 'Tickle', 'Normal', '--', '100'], ['1', 'Water Sport', 'Water', '--', '--'], ['1', 'Zen Headbutt', 'Psychic', '80', '90'], ['6', 'Mud Sport', 'Ground', '--', '--'], ['6', 'Water Sport', 'Water', '--', '--'], ['10', 'Water Gun', 'Water', '40', '100'], ['14', 'Mud Bomb', 'Ground', '65', '85'], ['18', 'Amnesia', 'Psychic', '--', '--'], ['22', 'Water Pulse', 'Water', '60', '100'], ['26', 'Magnitude', 'Ground', '--', '100'], ['33', 'Rest', 'Psychic', '--', '--'], ['33', 'Snore', 'Normal', '50', '100'], ['39', 'Aqua Tail', 'Water', '90', '90'], ['45', 'Earthquake', 'Ground', '100', '100'], ['51', 'Future Sight', 'Psychic', '120', '100'], ['57', 'Fissure', 'Ground', '--', '--']]","['Pokémon Diamond', 'Pokémon Pearl', 'Pokémon Platinum', 'Pokémon HeartGold', 'Pokémon SoulSilver']"
corphish-4,4,0x3399FF,"[['1', 'Bubble', 'Water', '40', '100'], ['7', 'Harden', 'Normal', '--', '--'], ['10', 'Vice Grip', 'Normal', '55', '100'], ['13', 'Leer', 'Normal', '--', '100'], ['20', 'Bubble Beam', 'Water', '65', '100'], ['23', 'Protect', 'Normal', '--', '--'], ['26', 'Knock Off', 'Dark', '65', '100'], ['32', 'Taunt', 'Dark', '--', '100'], ['35', 'Night Slash', 'Dark', '70', '100'], ['38', 'Crabhammer', 'Water', '100', '90'], ['44', 'Swords Dance', 'Normal', '--', '--'], ['47', 'Crunch', 'Dark', '80', '100'], ['53', 'Guillotine', 'Normal', '--', '--']]","['Pokémon Diamond', 'Pokémon Pearl', 'Pokémon Platinum', 'Pokémon HeartGold', 'Pokémon SoulSilver']"
crawdaunt-4,4,0x3399FF,"[['1', 'Bubble', 'Water', '40', '100'], ['1', 'Harden', 'Normal', '--', '--'], ['1', 'Leer', 'Normal', '--', '100'], ['1', 'Vice Grip', 'Normal', '55', '100'], ['7', 'Harden', 'Normal', '--', '--'], ['10', 'Vice Grip', 'Normal', '55', '100'], ['13', 'Leer', 'Normal', '--', '100'], ['20', 'Bubble Beam', 'Water', '65', '100'], ['23', 'Protect', 'Normal', '--', '--'], ['26', 'Knock Off', 'Dark', '65', '100'], ['30', 'Swift', 'Normal', '60', '--'], ['34', 'Taunt', 'Dark', '--', '100'], ['39', 'Night Slash', 'Dark', '70', '100'], ['44', 'Crabhammer', 'Water', '100', '90'], ['52', 'Swords Dance', 'Normal', '--', '--'], ['57', 'Crunch', 'Dark', '80', '100'], ['65', 'Guillotine', 'Normal', '--', '--']]","['Pokémon Diamond', 'Pokémon Pearl', 'Pokémon Platinum', 'Pokémon HeartGold', 'Pokémon SoulSilver']"
